date	macro_dimension	dimension	gender	frequency
2021-03-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2021-03-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2021-03-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	7
2021-03-27	Willingness to take action	Active-agentic	undefined	1
2021-03-27	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2021-03-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2021-03-27	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2021-03-28	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2021-03-28	Willingness to take action	Active-agentic	undefined	1
2021-03-28	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-03-28	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-03-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	13
2021-03-29	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-03-29	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2021-03-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2021-03-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-03-29	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-03-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-03-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-03-30	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2021-03-30	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-03-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2021-03-31	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-03-31	Willingness to take action	Active-agentic	undefined	1
2021-03-31	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-03-31	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	14
2021-02-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-01	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-02-01	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-02-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-02	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-02	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2021-02-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2021-02-03	Conditionality-Variables Shaping outlook	Leadership	undefined	9
2021-02-03	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2021-02-03	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	5
2021-02-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-04	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-05	Willingness to take action	Active-agentic	undefined	1
2021-02-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-06	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-02-06	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-07	Willingness to take action	Active-agentic	undefined	1
2021-02-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-08	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-02-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	17
2021-02-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2021-02-09	Willingness to take action	Active-agentic	undefined	1
2021-02-09	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-02-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	15
2021-02-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-10	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-02-10	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-02-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-11	Willingness to take action	Active-agentic	undefined	1
2021-02-11	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2021-02-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-12	Willingness to take action	Active-agentic	undefined	1
2021-02-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-13	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2021-02-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-02-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2021-02-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-14	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2021-02-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-15	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-15	Willingness to take action	Active-agentic	undefined	2
2021-02-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-16	Willingness to take action	Active-agentic	undefined	3
2021-02-16	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-17	Willingness to take action	Active-agentic	undefined	1
2021-02-17	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-02-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-17	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-18	Willingness to take action	Active-agentic	undefined	2
2021-02-18	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-02-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-18	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-19	Willingness to take action	Active-agentic	undefined	1
2021-02-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-19	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-02-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	5
2021-02-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-20	Willingness to take action	Active-agentic	undefined	1
2021-02-20	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-02-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-02-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2021-02-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-21	Willingness to take action	Active-agentic	undefined	49
2021-02-21	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2021-02-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-22	Willingness to take action	Active-agentic	undefined	1
2021-02-22	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2021-02-22	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2021-02-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-02-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-02-23	Willingness to take action	Active-agentic	undefined	1
2021-02-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2021-02-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2021-02-24	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-24	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2021-02-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-25	Willingness to take action	Active-agentic	undefined	1
2021-02-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-02-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-02-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-02-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-26	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-02-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-02-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-02-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-02-27	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-02-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	5
2021-02-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2021-02-28	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-02-28	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-02-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-01-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-01	Willingness to take action	Active-agentic	undefined	2
2021-01-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-01-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-01-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-02	Willingness to take action	Active-agentic	undefined	2
2021-01-02	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-01-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-01-03	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-01-03	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-01-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2021-01-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-04	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-01-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2021-01-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2021-01-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2021-01-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-06	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-01-06	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2021-01-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-06	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	4
2021-01-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-07	Willingness to take action	Active-agentic	undefined	1
2021-01-07	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2021-01-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2021-01-07	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-01-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2021-01-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-09	Willingness to take action	Active-agentic	undefined	1
2021-01-09	Conditionality-Variables Shaping outlook	Leadership	undefined	14
2021-01-09	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-09	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2021-01-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-01-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2021-01-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-11	Willingness to take action	Active-agentic	undefined	1
2021-01-11	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2021-01-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2021-01-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2021-01-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2021-01-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	11
2021-01-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2021-01-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2021-01-13	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2021-01-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2021-01-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2021-01-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
