date	column	frequency
2019-06-23	anger	3.99
2019-06-23	sad	23.69
2019-06-23	disgust	0.81
2019-06-23	love	44.57
2019-06-23	fear	1.62
2019-06-24	socio-political content	1155.6589
2019-06-24	COVID19 content	366.5025
2019-06-24	Negative Valence	1008.5734
2019-06-24	Aggression	494.3279
2019-06-24	Target other countries	664.61
2019-06-24	Target religious sect	622.7728
2019-06-24	Target sexual orientation	238.8302
2019-06-24	Disease dehumanization	876.6048
2019-06-24	sports	28
2019-06-24	joy	77.61
2019-06-24	pride	16.8
2019-06-24	anger	6.24
2019-06-24	sad	23.59
2019-06-24	disgust	0.75
2019-06-24	love	63.1
2019-06-24	fear	3.12
2019-06-25	socio-political content	1075.7238
2019-06-25	COVID19 content	360.542
2019-06-25	Negative Valence	979.6803
2019-06-25	Aggression	459.2626
2019-06-25	Target other countries	604.72
2019-06-25	Target religious sect	570.9272
2019-06-25	Target sexual orientation	224.288
2019-06-25	Disease dehumanization	823.1967
2019-06-25	sports	17
2019-06-25	joy	87.62
2019-06-25	pride	14.43
2019-06-25	anger	0
2019-06-25	sad	30.44
2019-06-25	disgust	0.75
2019-06-25	love	32.92
2019-06-25	fear	2.37
2019-06-26	socio-political content	1090.7372
2019-06-26	COVID19 content	345.6967
2019-06-26	Negative Valence	951.671
2019-06-26	Aggression	426.4612
2019-06-26	Target other countries	544.07
2019-06-26	Target religious sect	571.3198
2019-06-26	Target sexual orientation	200.8043
2019-06-26	Disease dehumanization	823.54
2019-06-26	sports	13
2019-06-26	joy	81.88
2019-06-26	pride	15.81
2019-06-26	anger	3.87
2019-06-26	sad	38.19
2019-06-26	disgust	0.75
2019-06-26	love	52.22
2019-06-26	fear	0.75
2019-06-27	socio-political content	1772.2793
2019-06-27	COVID19 content	532.6361
2019-06-27	Negative Valence	1507.7282
2019-06-27	Aggression	761.6468
2019-06-27	Target other countries	986.11
2019-06-27	Target religious sect	888.9292
2019-06-27	Target sexual orientation	412.045
2019-06-27	Disease dehumanization	1367.078
2019-06-27	sports	11
2019-06-27	joy	60.73
2019-06-27	pride	14.49
2019-06-27	anger	7.17
2019-06-27	sad	36.17
2019-06-27	disgust	1.5
2019-06-27	love	61.16
2019-06-27	fear	3.99
2019-06-28	socio-political content	1270.9748
2019-06-28	COVID19 content	406.9306
2019-06-28	Negative Valence	1154.9545
2019-06-28	Aggression	555.0768
2019-06-28	Target other countries	702.1
2019-06-28	Target religious sect	725.5242
2019-06-28	Target sexual orientation	291.7106
2019-06-28	Disease dehumanization	976.1397
2019-06-28	sports	23
2019-06-28	joy	84.79
2019-06-28	pride	20.67
2019-06-28	anger	6.42
2019-06-28	sad	32.18
2019-06-28	disgust	1.62
2019-06-28	love	52.41
2019-06-28	fear	0
2019-06-29	socio-political content	896.3527
2019-06-29	COVID19 content	280.0166
2019-06-29	Negative Valence	798.9884
2019-06-29	Aggression	381.5323
2019-06-29	Target other countries	491.64
2019-06-29	Target religious sect	475.9781
2019-06-29	Target sexual orientation	181.7725
2019-06-29	Disease dehumanization	697.212
2019-06-29	sports	14
2019-06-29	joy	70.89
2019-06-29	pride	14.37
2019-06-29	anger	0.75
2019-06-29	sad	21.09
2019-06-29	disgust	0
2019-06-29	love	39.3
2019-06-29	fear	2.49
2019-06-30	socio-political content	837.9689
2019-06-30	COVID19 content	259.0384
2019-06-30	Negative Valence	817.5534
2019-06-30	Aggression	376.4134
2019-06-30	Target other countries	493.72
2019-06-30	Target religious sect	454.9749
2019-06-30	Target sexual orientation	192.7947
2019-06-30	Disease dehumanization	669.3395
2019-06-30	sports	16
2019-06-30	joy	54.59
2019-06-30	pride	18.87
2019-06-30	anger	6.24
2019-06-30	sad	25.64
2019-06-30	disgust	0.75
2019-06-30	love	48.28
2019-06-30	fear	1.56
2019-07-01	socio-political content	1856.721
2019-07-01	COVID19 content	577.1629
2019-07-01	Negative Valence	1737.7725
2019-07-01	Aggression	843.3171
2019-07-01	Target other countries	1147.91
2019-07-01	Target religious sect	1023.4413
2019-07-01	Target sexual orientation	404.1601
2019-07-01	Disease dehumanization	1503.7205
2019-07-01	sports	32
2019-07-01	joy	115.64
2019-07-01	pride	24.45
2019-07-01	anger	2.37
2019-07-01	sad	21.51
2019-07-01	disgust	0
2019-07-01	love	80.52
2019-07-01	fear	8.22
2019-07-02	socio-political content	2236.8161
2019-07-02	COVID19 content	728.3653
2019-07-02	Negative Valence	1985.3143
2019-07-02	Aggression	1020.5207
2019-07-02	Target other countries	1340.67
2019-07-02	Target religious sect	1173.8051
2019-07-02	Target sexual orientation	539.7609
2019-07-02	Disease dehumanization	1861.3524
2019-07-02	sports	49
2019-07-02	joy	153.82
2019-07-02	pride	47.7
2019-07-02	anger	8.61
2019-07-02	sad	35.57
2019-07-02	disgust	0
2019-07-02	love	102.89
2019-07-02	fear	5.37
2019-07-03	socio-political content	2052.8185
2019-07-03	COVID19 content	700.1026
2019-07-03	Negative Valence	1754.6922
2019-07-03	Aggression	889.2794
2019-07-03	Target other countries	1118.6
2019-07-03	Target religious sect	1103.7448
2019-07-03	Target sexual orientation	438.1754
2019-07-03	Disease dehumanization	1574.5923
2019-07-03	sports	27
2019-07-03	joy	156.41
2019-07-03	pride	22.17
2019-07-03	anger	7.36
2019-07-03	sad	32.19
2019-07-03	disgust	3.12
2019-07-03	love	80.95
2019-07-03	fear	1.5
2019-07-04	socio-political content	1803.6135
2019-07-04	COVID19 content	629.5301
2019-07-04	Negative Valence	1668.5742
2019-07-04	Aggression	785.7672
2019-07-04	Target other countries	1032.55
2019-07-04	Target religious sect	1010.7707
2019-07-04	Target sexual orientation	391.697
2019-07-04	Disease dehumanization	1470.8874
2019-07-04	sports	17
2019-07-04	joy	126.7
2019-07-04	pride	32.61
2019-07-04	anger	5.67
2019-07-04	sad	34.2
2019-07-04	disgust	3
2019-07-04	love	81.97
2019-07-04	fear	3
2019-07-05	socio-political content	1970.277
2019-07-05	COVID19 content	641.02
2019-07-05	Negative Valence	1787.2629
2019-07-05	Aggression	872.7946
2019-07-05	Target other countries	1089.35
2019-07-05	Target religious sect	1067.3879
2019-07-05	Target sexual orientation	413.2069
2019-07-05	Disease dehumanization	1549.1603
2019-07-05	sports	26
2019-07-05	joy	176.15
2019-07-05	pride	30.87
2019-07-05	anger	9.99
2019-07-05	sad	41.48
2019-07-05	disgust	0
2019-07-05	love	88.75
2019-07-05	fear	4.62
2019-07-06	socio-political content	1690.6724
2019-07-06	COVID19 content	577.6935
2019-07-06	Negative Valence	1604.6239
2019-07-06	Aggression	829.2682
2019-07-06	Target other countries	973.22
2019-07-06	Target religious sect	927.4995
2019-07-06	Target sexual orientation	405.9925
2019-07-06	Disease dehumanization	1366.2605
2019-07-06	sports	21
2019-07-06	joy	165.81
2019-07-06	pride	17.25
2019-07-06	anger	11.37
2019-07-06	sad	47.33
2019-07-06	disgust	3.12
2019-07-06	love	73.2
2019-07-06	fear	3
2019-07-07	socio-political content	1717.6142
2019-07-07	COVID19 content	575.1873
2019-07-07	Negative Valence	1501.1673
2019-07-07	Aggression	714.4851
2019-07-07	Target other countries	1084.52
2019-07-07	Target religious sect	889.004
2019-07-07	Target sexual orientation	365.5412
2019-07-07	Disease dehumanization	1310.0173
2019-07-07	sports	56
2019-07-07	joy	138.63
2019-07-07	pride	33.61
2019-07-07	anger	3
2019-07-07	sad	38.36
2019-07-07	disgust	1.5
2019-07-07	love	101.55
2019-07-07	fear	5.49
2019-07-08	socio-political content	2196.2974
2019-07-08	COVID19 content	736.9362
2019-07-08	Negative Valence	2006.2588
2019-07-08	Aggression	1026.553
2019-07-08	Target other countries	1349.77
2019-07-08	Target religious sect	1123.9139
2019-07-08	Target sexual orientation	440.7226
2019-07-08	Disease dehumanization	1689.1347
2019-07-08	sports	51
2019-07-08	joy	177.54
2019-07-08	pride	52.5
2019-07-08	anger	11.1
2019-07-08	sad	47.8
2019-07-08	disgust	1.5
2019-07-08	love	125.19
2019-07-08	fear	3.75
2019-07-09	socio-political content	1830.117
2019-07-09	COVID19 content	688.3448
2019-07-09	Negative Valence	1644.9802
2019-07-09	Aggression	824.4259
2019-07-09	Target other countries	990.02
2019-07-09	Target religious sect	955.9573
2019-07-09	Target sexual orientation	429.6532
2019-07-09	Disease dehumanization	1426.5421
2019-07-09	sports	18
2019-07-09	joy	129.98
2019-07-09	pride	27.6
2019-07-09	anger	6.87
2019-07-09	sad	20.7
2019-07-09	disgust	2
2019-07-09	love	84.72
2019-07-09	fear	0.75
2019-07-10	socio-political content	1748.4825
2019-07-10	COVID19 content	614.0085
2019-07-10	Negative Valence	1577.4707
2019-07-10	Aggression	774.5191
2019-07-10	Target other countries	1030.04
2019-07-10	Target religious sect	889.0634
2019-07-10	Target sexual orientation	395.2341
2019-07-10	Disease dehumanization	1384.6775
2019-07-10	sports	41
2019-07-10	joy	95.21
2019-07-10	pride	25.35
2019-07-10	anger	11.61
2019-07-10	sad	23.07
2019-07-10	disgust	3
2019-07-10	love	62.15
2019-07-10	fear	4.5
2019-07-11	socio-political content	2165.8227
2019-07-11	COVID19 content	642.9754
2019-07-11	Negative Valence	1840.2284
2019-07-11	Aggression	938.6271
2019-07-11	Target other countries	1242.7
2019-07-11	Target religious sect	1102.8914
2019-07-11	Target sexual orientation	478.7397
2019-07-11	Disease dehumanization	1580.1173
2019-07-11	sports	57
2019-07-11	joy	163.11
2019-07-11	pride	43.72
2019-07-11	anger	6.24
2019-07-11	sad	64.75
2019-07-11	disgust	1.5
2019-07-11	love	108.67
2019-07-11	fear	4.62
2019-07-12	socio-political content	1487.9721
2019-07-12	COVID19 content	519.1737
2019-07-12	Negative Valence	1378.178
2019-07-12	Aggression	621.2448
2019-07-12	Target other countries	873.59
2019-07-12	Target religious sect	798.6698
2019-07-12	Target sexual orientation	301.3326
2019-07-12	Disease dehumanization	1159.1047
2019-07-12	sports	25
2019-07-12	joy	80.38
2019-07-12	pride	23.49
2019-07-12	anger	4.74
2019-07-12	sad	20.27
2019-07-12	disgust	0.75
2019-07-12	love	61.01
2019-07-12	fear	0
2019-07-13	socio-political content	1438.4525
2019-07-13	COVID19 content	491.9846
2019-07-13	Negative Valence	1328.4017
2019-07-13	Aggression	614.9521
2019-07-13	Target other countries	788.12
2019-07-13	Target religious sect	859.7608
2019-07-13	Target sexual orientation	330.1682
2019-07-13	Disease dehumanization	1134.0014
2019-07-13	sports	24
2019-07-13	joy	115.97
2019-07-13	pride	23.37
2019-07-13	anger	9.99
2019-07-13	sad	35.64
2019-07-13	disgust	1.56
2019-07-13	love	92.57
2019-07-13	fear	2.25
2019-07-14	socio-political content	2552.3486
2019-07-14	COVID19 content	727.9091
2019-07-14	Negative Valence	2198.346
2019-07-14	Aggression	1152.7053
2019-07-14	Target other countries	1579.72
2019-07-14	Target religious sect	1249.025
2019-07-14	Target sexual orientation	574.2507
2019-07-14	Disease dehumanization	1855.9523
2019-07-14	sports	54
2019-07-14	joy	170.11
2019-07-14	pride	65.28
2019-07-14	anger	27.48
2019-07-14	sad	97.52
2019-07-14	disgust	3.75
2019-07-14	love	146.28
2019-07-14	fear	3.99
2019-07-15	socio-political content	1940.2518
2019-07-15	COVID19 content	618.3234
2019-07-15	Negative Valence	1677.911
2019-07-15	Aggression	895.3242
2019-07-15	Target other countries	1072.4
2019-07-15	Target religious sect	999.1065
2019-07-15	Target sexual orientation	466.1916
2019-07-15	Disease dehumanization	1575.2546
2019-07-15	sports	21
2019-07-15	joy	142.51
2019-07-15	pride	17.25
2019-07-15	anger	12.36
2019-07-15	sad	59.9
2019-07-15	disgust	2.31
2019-07-15	love	96.25
2019-07-15	fear	6
2019-07-16	socio-political content	1900.5135
2019-07-16	COVID19 content	615.7906
2019-07-16	Negative Valence	1747.8898
2019-07-16	Aggression	843.4149
2019-07-16	Target other countries	1110.59
2019-07-16	Target religious sect	1036.3481
2019-07-16	Target sexual orientation	414.0533
2019-07-16	Disease dehumanization	1528.8919
2019-07-16	sports	19
2019-07-16	joy	125.59
2019-07-16	pride	26.25
2019-07-16	anger	11.73
2019-07-16	sad	42.2
2019-07-16	disgust	7.98
2019-07-16	love	82.37
2019-07-16	fear	3.93
2019-07-17	socio-political content	1962.3892
2019-07-17	COVID19 content	569.5649
2019-07-17	Negative Valence	1716.9414
2019-07-17	Aggression	846.8795
2019-07-17	Target other countries	1096.48
2019-07-17	Target religious sect	1038.3291
2019-07-17	Target sexual orientation	392.8013
2019-07-17	Disease dehumanization	1508.6492
2019-07-17	sports	20
2019-07-17	joy	139.73
2019-07-17	pride	18.6
2019-07-17	anger	9.18
2019-07-17	sad	54.08
2019-07-17	disgust	0
2019-07-17	love	90.75
2019-07-17	fear	1.62
2019-07-18	socio-political content	1927.9698
2019-07-18	COVID19 content	639.8094
2019-07-18	Negative Valence	1729.9394
2019-07-18	Aggression	890.2178
2019-07-18	Target other countries	1086.08
2019-07-18	Target religious sect	1055.6531
2019-07-18	Target sexual orientation	430.9635
2019-07-18	Disease dehumanization	1557.1727
2019-07-18	sports	24
2019-07-18	joy	175.98
2019-07-18	pride	37.53
2019-07-18	anger	14.01
2019-07-18	sad	44.38
2019-07-18	disgust	1.56
2019-07-18	love	93.12
2019-07-18	fear	4.5
2019-07-19	socio-political content	2120.5868
2019-07-19	COVID19 content	703.0245
2019-07-19	Negative Valence	1951.9843
2019-07-19	Aggression	860.6499
2019-07-19	Target other countries	1341.48
2019-07-19	Target religious sect	1160.2043
2019-07-19	Target sexual orientation	473.8514
2019-07-19	Disease dehumanization	1672.9229
2019-07-19	sports	40
2019-07-19	joy	174.81
2019-07-19	pride	71.58
2019-07-19	anger	13.35
2019-07-19	sad	39.72
2019-07-19	disgust	1.74
2019-07-19	love	154.47
2019-07-19	fear	4.23
2019-07-20	socio-political content	1499.4816
2019-07-20	COVID19 content	477.0987
2019-07-20	Negative Valence	1314.3088
2019-07-20	Aggression	658.4807
2019-07-20	Target other countries	810.29
2019-07-20	Target religious sect	785.6477
2019-07-20	Target sexual orientation	318.1599
2019-07-20	Disease dehumanization	1167.6123
2019-07-20	sports	21
2019-07-20	joy	113.91
2019-07-20	pride	27.74
2019-07-20	anger	8.79
2019-07-20	sad	30.27
2019-07-20	disgust	2.25
2019-07-20	love	87.34
2019-07-20	fear	5.43
2019-07-21	socio-political content	857.944
2019-07-21	COVID19 content	246.646
2019-07-21	Negative Valence	761.7047
2019-07-21	Aggression	361.9355
2019-07-21	Target other countries	421.81
2019-07-21	Target religious sect	403.4994
2019-07-21	Target sexual orientation	164.6819
2019-07-21	Disease dehumanization	632.7305
2019-07-21	sports	14
2019-07-21	joy	65.36
2019-07-21	pride	13.62
2019-07-21	anger	5.56
2019-07-21	sad	39.34
2019-07-21	disgust	0.75
2019-07-21	love	36.4
2019-07-21	fear	3.93
2019-07-22	socio-political content	1103.1009
2019-07-22	COVID19 content	364.3378
2019-07-22	Negative Valence	965.6163
2019-07-22	Aggression	508.8541
2019-07-22	Target other countries	611.53
2019-07-22	Target religious sect	599.7527
2019-07-22	Target sexual orientation	234.4591
2019-07-22	Disease dehumanization	888.8648
2019-07-22	sports	5
2019-07-22	joy	72.98
2019-07-22	pride	18.75
2019-07-22	anger	9.86
2019-07-22	sad	37.68
2019-07-22	disgust	7.42
2019-07-22	love	38.57
2019-07-22	fear	1.56
2019-07-23	socio-political content	999.5648
2019-07-23	COVID19 content	310.8223
2019-07-23	Negative Valence	896.0222
2019-07-23	Aggression	439.8714
2019-07-23	Target other countries	499.48
2019-07-23	Target religious sect	527.6582
2019-07-23	Target sexual orientation	206.2976
2019-07-23	Disease dehumanization	772.9801
2019-07-23	sports	6
2019-07-23	joy	69.79
2019-07-23	pride	11.31
2019-07-23	anger	7.74
2019-07-23	sad	37.39
2019-07-23	disgust	2.25
2019-07-23	love	39
2019-07-23	fear	2.5
2019-07-24	socio-political content	1022.9053
2019-07-24	COVID19 content	328.7299
2019-07-24	Negative Valence	925.7528
2019-07-24	Aggression	447.18
2019-07-24	Target other countries	535.01
2019-07-24	Target religious sect	537.0593
2019-07-24	Target sexual orientation	208.2039
2019-07-24	Disease dehumanization	794.0257
2019-07-24	sports	6
2019-07-24	joy	70.83
2019-07-24	pride	11.37
2019-07-24	anger	3.06
2019-07-24	sad	35.27
2019-07-24	disgust	2.25
2019-07-24	love	32.03
2019-07-24	fear	0.75
2019-07-25	socio-political content	1523.2034
2019-07-25	COVID19 content	484.1856
2019-07-25	Negative Valence	1363.6322
2019-07-25	Aggression	716.7662
2019-07-25	Target other countries	887.68
2019-07-25	Target religious sect	769.6095
2019-07-25	Target sexual orientation	392.8299
2019-07-25	Disease dehumanization	1229.8361
2019-07-25	sports	8
2019-07-25	joy	58.76
2019-07-25	pride	12.06
2019-07-25	anger	10.8
2019-07-25	sad	96.72
2019-07-25	disgust	0.87
2019-07-25	love	46.72
2019-07-25	fear	3
2019-07-26	socio-political content	1157.2118
2019-07-26	COVID19 content	377.7522
2019-07-26	Negative Valence	1063.7754
2019-07-26	Aggression	521.5604
2019-07-26	Target other countries	687.87
2019-07-26	Target religious sect	630.3784
2019-07-26	Target sexual orientation	273.6915
2019-07-26	Disease dehumanization	935.5727
2019-07-26	sports	10
2019-07-26	joy	63.8
2019-07-26	pride	5.31
2019-07-26	anger	1.5
2019-07-26	sad	40
2019-07-26	disgust	1.62
2019-07-26	love	47.21
2019-07-26	fear	1.5
2019-07-27	socio-political content	1402.5629
2019-07-27	COVID19 content	422.0673
2019-07-27	Negative Valence	1259.9251
2019-07-27	Aggression	618.8227
2019-07-27	Target other countries	754.44
2019-07-27	Target religious sect	698.6643
2019-07-27	Target sexual orientation	327.2861
2019-07-27	Disease dehumanization	1116.0441
2019-07-27	sports	6
2019-07-27	joy	74.72
2019-07-27	pride	10.24
2019-07-27	anger	3.93
2019-07-27	sad	68.74
2019-07-27	disgust	3.18
2019-07-27	love	74.59
2019-07-27	fear	6.99
2019-07-28	socio-political content	1042.4635
2019-07-28	COVID19 content	321.5681
2019-07-28	Negative Valence	934.4368
2019-07-28	Aggression	450.8695
