date	macro_dimension	dimension	language	frequency
2019-12-14	Corruption	Other - Corruption	ar	38
2019-12-18	Security	Other - Security	ar	38
2019-12-20	Corruption	Other - Corruption	ar	38
2019-12-26	Security	Other - Security	ar	38
2021-04-14	Security	Other - Security	ckb	1
2021-04-14	Security	Other - Security	fa	1
2019-11-12	Corruption	Other - Corruption	ar	38
2018-06-02	Security	Other - Security	ar	38
2021-04-02	Corruption	Other - Corruption	ar	37
2021-03-12	Security	Other - Security	ar	37
2021-02-12	Security	Other - Security	ar	37
2021-01-23	Security	Other - Security	ar	37
2020-12-23	Corruption	Other - Corruption	ar	37
2020-12-31	Security	Other - Security	ar	37
2020-10-05	Corruption	Other - Corruption	ar	37
2020-10-26	Security	Other - Security	ar	37
2020-09-14	Security	Other - Security	ar	37
2021-04-15	Security	Other - Security	ckb	1
2020-08-09	Security	Other - Security	ar	37
2020-08-09	Corruption	Other - Corruption	ar	37
2020-08-10	Security	Other - Security	ar	37
2020-08-10	Corruption	Other - Corruption	ar	37
2020-08-12	Corruption	Other - Corruption	ar	37
2021-04-15	Corruption	Other - Corruption	und	1
2020-07-02	Security	Other - Security	ar	37
2020-06-02	Security	Other - Security	ar	37
2020-06-03	Security	Other - Security	ar	37
2020-06-06	Services	Divine Intervention	ar	37
2020-06-08	Corruption	Other - Corruption	ar	37
2020-06-09	Security	Other - Security	ar	37
2021-04-16	Security	Other - Security	und	1
2020-06-22	Security	Other - Security	ar	37
2020-06-26	Corruption	Other - Corruption	ar	37
2020-05-05	Security	Other - Security	ar	37
2020-05-14	Security	Other - Security	ar	37
2020-05-28	Security	Other - Security	ar	37
2020-03-17	Security	Other - Security	ar	37
2020-03-29	Security	Other - Security	ar	37
2020-02-07	Corruption	Other - Corruption	ar	37
2020-01-21	Corruption	Other - Corruption	ar	37
2020-01-31	Security	Other - Security	ar	37
2019-12-14	Security	Other - Security	ar	37
2021-04-17	Security	Other - Security	ckb	1
2021-04-17	Security	Other - Security	fa	1
2019-11-04	Corruption	Other - Corruption	ar	37
2019-11-14	Corruption	Other - Corruption	ar	37
2019-11-27	Corruption	Other - Corruption	ar	37
2018-07-12	Security	Other - Security	ar	37
2021-06-15	Security	Other - Security	ar	36
2021-04-20	Governance	Other - Governance	ar	36
2021-03-13	Security	Other - Security	ar	36
2020-11-15	Security	Other - Security	ar	36
2020-11-29	Security	Other - Security	ar	36
2020-10-09	Security	Other - Security	ar	36
2021-04-18	Security	Other - Security	ckb	1
2021-04-18	Security	Other - Security	fa	1
2020-08-29	Corruption	Other - Corruption	ar	36
2020-07-02	Corruption	Other - Corruption	ar	36
2020-07-19	Security	Other - Security	ar	36
2020-06-03	Governance	Other - Governance	ar	36
2020-06-07	Security	Other - Security	ar	36
2021-04-18	Corruption	Other - Corruption	ckb	1
2021-04-18	Corruption	Other - Corruption	fa	1
2020-05-23	Corruption	Other - Corruption	ar	36
2020-03-14	Security	Other - Security	ar	36
2020-03-16	Corruption	Other - Corruption	ar	36
2020-02-19	Corruption	Other - Corruption	ar	36
2020-01-06	Corruption	Other - Corruption	ar	36
2020-01-15	Corruption	Other - Corruption	ar	36
2021-04-19	Security	Other - Security	ckb	2
2021-04-19	Security	Other - Security	und	1
2020-01-23	Security	Other - Security	ar	36
2019-12-09	Security	Other - Security	ar	36
2019-12-09	Corruption	Other - Corruption	ar	36
2019-11-25	Corruption	Other - Corruption	ar	36
2019-11-27	Security	Other - Security	ar	36
2019-10-22	Corruption	Other - Corruption	ar	36
2019-10-23	Corruption	Other - Corruption	ar	36
2019-09-02	Corruption	Other - Corruption	ar	36
2018-09-06	Corruption	Other - Corruption	ar	36
2018-09-15	Corruption	Other - Corruption	ar	36
2021-04-19	Economy	Other - Economy	ckb	1
2018-07-02	Security	Other - Security	ar	36
2018-07-18	Security	Other - Security	ar	36
2021-06-17	Security	Other - Security	ar	35
2021-04-20	Security	Other - Security	ckb	2
2021-06-24	Security	Other - Security	ar	35
2021-04-23	Corruption	Other - Corruption	ar	35
2021-01-29	Security	Other - Security	ar	35
2020-12-16	Security	Other - Security	ar	35
2020-11-12	Security	Other - Security	ar	35
2020-11-17	Corruption	Other - Corruption	ar	35
2020-11-30	Corruption	Other - Corruption	ar	35
2020-10-01	Corruption	Other - Corruption	ar	35
2020-09-21	Security	Other - Security	ar	35
2020-09-29	Security	Other - Security	ar	35
2020-08-05	Corruption	Other - Corruption	ar	35
2020-08-13	Corruption	Other - Corruption	ar	35
2020-08-25	Security	Other - Security	ar	35
2020-08-27	Corruption	Other - Corruption	ar	35
2020-07-16	Security	Other - Security	ar	35
2020-07-21	Security	Other - Security	ar	35
2020-07-24	Security	Other - Security	ar	35
2020-06-06	Security	Other - Security	ar	35
2020-06-17	Corruption	Other - Corruption	ar	35
2020-05-13	Security	Other - Security	ar	35
2021-04-21	Corruption	Other - Corruption	ckb	1
2020-05-26	Security	Other - Security	ar	35
2020-04-11	Security	Other - Security	ar	35
2020-04-30	Corruption	Other - Corruption	ar	35
2021-04-22	Security	Other - Security	ckb	1
2020-03-16	Security	Other - Security	ar	35
2020-02-17	Corruption	Other - Corruption	ar	35
2019-12-19	Corruption	Other - Corruption	ar	35
2019-11-16	Corruption	Other - Corruption	ar	35
2019-10-30	Security	Other - Security	ar	35
2019-08-01	Corruption	Other - Corruption	ar	35
2018-09-04	Corruption	Other - Corruption	ar	35
2018-09-09	Security	Other - Security	ar	35
2021-06-04	Corruption	Other - Corruption	ar	34
2021-06-30	Corruption	Other - Corruption	ar	34
2021-04-29	Security	Other - Security	ar	34
2021-03-29	Corruption	Other - Corruption	ar	34
2020-12-08	Corruption	Other - Corruption	ar	34
2020-11-08	Security	Other - Security	ar	34
2020-10-03	Security	Other - Security	ar	34
2021-04-23	Security	Other - Security	ckb	3
2021-04-23	Security	Other - Security	und	1
2020-10-19	Corruption	Other - Corruption	ar	34
2020-10-28	Corruption	Other - Corruption	ar	34
2020-09-20	Security	Other - Security	ar	34
2020-09-24	Security	Other - Security	ar	34
2020-08-02	Corruption	Other - Corruption	ar	34
2020-08-06	Security	Other - Security	ar	34
2020-07-13	Corruption	Other - Corruption	ar	34
2020-05-24	Security	Other - Security	ar	34
2020-05-27	Security	Other - Security	ar	34
2020-05-31	Governance	Other - Governance	ar	34
2020-04-08	Security	Other - Security	ar	34
2020-04-14	Security	Other - Security	ar	34
2020-04-20	Corruption	Other - Corruption	ar	34
2020-02-06	Corruption	Other - Corruption	ar	34
2020-02-10	Corruption	Other - Corruption	ar	34
2021-04-24	Security	Other - Security	ckb	4
2020-01-01	Security	Other - Security	ar	34
2020-01-09	Corruption	Other - Corruption	ar	34
2020-01-24	Security	Other - Security	ar	34
2020-01-27	Corruption	Other - Corruption	ar	34
2020-01-31	Corruption	Other - Corruption	ar	34
2019-12-05	Security	Other - Security	ar	34
2021-04-24	Corruption	Other - Corruption	und	1
2019-12-05	Corruption	Other - Corruption	ar	34
2019-12-24	Security	Other - Security	ar	34
2019-11-21	Corruption	Other - Corruption	ar	34
2019-03-22	Corruption	Other - Corruption	ar	34
2018-07-17	Corruption	Other - Corruption	ar	34
2018-01-12	Security	Other - Security	ar	34
2021-04-24	Governance	Other - Governance	und	1
2021-06-02	Corruption	Other - Corruption	ar	33
2021-04-22	Corruption	Other - Corruption	ar	33
2021-04-23	Security	Other - Security	ar	33
2021-04-29	Corruption	Other - Corruption	ar	33
2021-04-25	Security	Other - Security	ckb	1
2021-04-25	Security	Other - Security	und	1
2021-03-09	Security	Other - Security	ar	33
2021-03-09	Corruption	Other - Corruption	ar	33
2021-02-07	Security	Other - Security	ar	33
2021-02-23	Security	Other - Security	ar	33
2021-02-28	Security	Other - Security	ar	33
2020-11-25	Corruption	Other - Corruption	ar	33
2021-04-25	Corruption	Other - Corruption	und	5
2020-10-04	Corruption	Other - Corruption	ar	33
2020-07-10	Security	Other - Security	ar	33
2020-07-17	Security	Other - Security	ar	33
2020-06-30	Security	Other - Security	ar	33
2020-05-06	Security	Other - Security	ar	33
2021-04-25	Services	Collective Action	ckb	1
2020-05-16	Corruption	Other - Corruption	ar	33
2020-05-20	Security	Other - Security	ar	33
2020-04-07	Security	Other - Security	ar	33
2020-04-09	Security	Other - Security	ar	33
2020-04-15	Security	Other - Security	ar	33
2020-04-29	Corruption	Other - Corruption	ar	33
2020-02-15	Security	Other - Security	ar	33
2020-01-10	Corruption	Other - Corruption	ar	33
2020-01-11	Security	Other - Security	ar	33
2021-04-26	Security	Other - Security	ckb	1
2020-01-15	Security	Other - Security	ar	33
2019-12-12	Corruption	Other - Corruption	ar	33
2019-12-24	Corruption	Other - Corruption	ar	33
2019-12-29	Security	Other - Security	ar	33
2019-10-07	Corruption	Other - Corruption	ar	33
2019-08-02	Corruption	Other - Corruption	ar	33
2019-07-04	Security	Other - Security	ar	33
2019-05-25	Security	Other - Security	ar	33
2021-06-09	Security	Hopeless/Negative/Pessimistic	ar	32
2021-04-20	Services	Collective Action	ar	32
2021-03-01	Security	Other - Security	ar	32
2021-03-28	Corruption	Other - Corruption	ar	32
2021-04-27	Security	Other - Security	ckb	5
2021-04-27	Security	Other - Security	und	1
2021-02-21	Security	Other - Security	ar	32
2021-01-03	Security	Other - Security	ar	32
2021-01-31	Security	Other - Security	ar	32
2020-12-07	Security	Other - Security	ar	32
2020-11-10	Security	Other - Security	ar	32
2020-11-17	Security	Other - Security	ar	32
2020-10-06	Security	Other - Security	ar	32
2020-10-10	Security	Other - Security	ar	32
2020-08-01	Governance	Other - Governance	ar	32
2020-08-03	Corruption	Other - Corruption	ar	32
2020-08-13	Services	Collective Action	ar	32
2020-08-18	Security	Other - Security	ar	32
2020-08-22	Corruption	Other - Corruption	ar	32
2020-07-11	Security	Other - Security	ar	32
2021-04-28	Security	Other - Security	ckb	1
2020-07-27	Corruption	Other - Corruption	ar	32
2020-06-11	Security	Other - Security	ar	32
2020-06-18	Corruption	Other - Corruption	ar	32
2020-05-02	Corruption	Other - Corruption	ar	32
2020-05-18	Security	Other - Security	ar	32
2020-04-01	Corruption	Other - Corruption	ar	32
2020-04-10	Security	Other - Security	ar	32
2020-04-16	Security	Other - Security	ar	32
2020-04-17	Security	Other - Security	ar	32
2020-04-20	Security	Other - Security	ar	32
2020-03-12	Corruption	Other - Corruption	ar	32
2020-02-12	Security	Other - Security	ar	32
2020-01-13	Security	Other - Security	ar	32
2019-12-04	Security	Other - Security	ar	32
2019-12-28	Corruption	Other - Corruption	ar	32
2019-10-16	Security	Other - Security	ar	32
2019-10-19	Corruption	Other - Corruption	ar	32
2019-09-28	Corruption	Other - Corruption	ar	32
2019-07-07	Security	Other - Security	ar	32
2019-06-03	Security	Other - Security	ar	32
2021-04-29	Corruption	Other - Corruption	ckb	1
2019-03-08	Security	Other - Security	ar	32
2019-01-19	Security	Other - Security	ar	32
2018-09-16	Security	Other - Security	ar	32
2018-06-01	Security	Other - Security	ar	32
2021-06-02	Security	Other - Security	ar	31
2021-06-06	Security	Other - Security	ar	31
2021-06-10	Security	Other - Security	ar	31
2021-06-11	Security	Other - Security	ar	31
2021-03-04	Security	Other - Security	ar	31
2021-02-18	Security	Other - Security	ar	31
2021-01-01	Security	Other - Security	ar	31
2021-01-19	Security	Other - Security	ar	31
2020-12-01	Security	Other - Security	ar	31
2020-12-15	Corruption	Other - Corruption	ar	31
2020-12-25	Security	Other - Security	ar	31
2020-11-07	Security	Other - Security	ar	31
2020-11-16	Security	Other - Security	ar	31
2021-03-01	Security	Other - Security	ckb	3
2020-10-12	Corruption	Other - Corruption	ar	31
2020-10-13	Security	Other - Security	ar	31
2020-10-23	Security	Other - Security	ar	31
2020-10-27	Security	Other - Security	ar	31
2020-10-31	Security	Other - Security	ar	31
2020-09-01	Security	Other - Security	ar	31
2020-09-14	Security	Other - Security	ar	31
2021-03-01	Corruption	Other - Corruption	und	1
2020-08-26	Security	Other - Security	ar	31
2020-08-28	Security	Other - Security	ar	31
2020-07-29	Security	Other - Security	ar	31
2021-03-01	Services	Divine Intervention	ckb	1
2021-03-01	Governance	Other - Governance	ckb	1
2020-07-29	Corruption	Other - Corruption	ar	31
2020-07-31	Security	Other - Security	ar	31
2020-06-05	Security	Other - Security	ar	31
2020-06-23	Security	Other - Security	ar	31
2021-03-02	Security	Other - Security	und	1
2020-06-23	Corruption	Other - Corruption	ar	31
2020-05-08	Corruption	Other - Corruption	ar	31
2020-05-09	Governance	Other - Governance	ar	31
2020-05-18	Corruption	Other - Corruption	ar	31
2020-03-01	Security	Other - Security	ar	31
2020-03-15	Security	Other - Security	ar	31
2020-02-22	Corruption	Other - Corruption	ar	31
2019-12-10	Corruption	Other - Corruption	ar	31
2019-10-27	Security	Other - Security	ar	31
2019-10-29	Security	Other - Security	ar	31
2019-01-30	Security	Other - Security	ar	31
2018-09-19	Security	Other - Security	ar	31
2021-03-03	Security	Other - Security	ckb	3
2021-03-03	Security	Other - Security	fa	1
2018-05-04	Corruption	Other - Corruption	ar	31
2021-06-05	Security	Other - Security	ar	30
2021-06-06	Corruption	Other - Corruption	ar	30
2021-06-30	Security	Other - Security	ar	30
2021-03-03	Corruption	Other - Corruption	fa	1
2021-04-26	Corruption	Other - Corruption	ar	30
2021-04-27	Security	Other - Security	ar	30
2021-03-11	Security	Other - Security	ar	30
2021-03-16	Security	Other - Security	ar	30
2021-02-06	Corruption	Other - Corruption	ar	30
2021-02-20	Security	Other - Security	ar	30
2021-01-10	Corruption	Other - Corruption	ar	30
2021-01-23	Corruption	Other - Corruption	ar	30
2020-11-09	Security	Other - Security	ar	30
2020-11-14	Security	Other - Security	ar	30
2020-11-22	Security	Other - Security	ar	30
2020-11-26	Security	Other - Security	ar	30
2020-10-14	Security	Other - Security	ar	30
2020-10-17	Security	Other - Security	ar	30
2020-10-18	Security	Other - Security	ar	30
2020-10-24	Security	Other - Security	ar	30
2020-10-26	Corruption	Other - Corruption	ar	30
2020-09-04	Security	Other - Security	ar	30
2020-09-09	Security	Other - Security	ar	30
2020-09-13	Security	Other - Security	ar	30
2020-09-16	Security	Other - Security	ar	30
2020-08-07	Security	Other - Security	ar	30
2021-03-05	Security	Other - Security	und	1
2020-07-25	Corruption	Other - Corruption	ar	30
2020-06-17	Security	Other - Security	ar	30
2020-06-21	Security	Other - Security	ar	30
2021-03-05	Corruption	Other - Corruption	ckb	1
2020-05-09	Security	Other - Security	ar	30
2020-04-06	Security	Other - Security	ar	30
2020-04-12	Security	Other - Security	ar	30
2020-03-25	Security	Other - Security	ar	30
2021-03-05	Services	Other - Services	und	1
2020-02-13	Security	Other - Security	ar	30
2020-02-15	Corruption	Other - Corruption	ar	30
2020-02-16	Security	Other - Security	ar	30
2020-01-05	Corruption	Other - Corruption	ar	30
2020-01-08	Corruption	Other - Corruption	ar	30
2021-03-06	Security	Other - Security	ckb	4
2021-03-06	Security	Other - Security	und	1
2020-01-12	Corruption	Other - Corruption	ar	30
2021-03-06	Security	Hopeful/Positive/Optimistic	ckb	1
2019-12-30	Security	Other - Security	ar	30
2019-10-01	Security	Other - Security	ar	30
2019-10-11	Corruption	Other - Corruption	ar	30
2019-06-08	Security	Other - Security	ar	30
2021-03-06	Corruption	Other - Corruption	und	3
2019-03-17	Security	Other - Security	ar	30
2019-01-21	Security	Other - Security	ar	30
2018-09-08	Corruption	Other - Corruption	ar	30
2021-06-19	Corruption	Other - Corruption	ar	29
2021-03-07	Security	Other - Security	fa	1
2021-06-25	Security	Other - Security	ar	29
2021-06-27	Security	Other - Security	ar	29
2021-06-29	Corruption	Other - Corruption	ar	29
2021-04-20	Security	Other - Security	ar	29
2021-04-27	Corruption	Other - Corruption	ar	29
2021-04-30	Security	Other - Security	ar	29
2021-03-21	Security	Other - Security	ar	29
2021-03-26	Security	Other - Security	ar	29
2021-03-27	Security	Other - Security	ar	29
2021-02-08	Security	Other - Security	ar	29
2021-02-27	Security	Other - Security	ar	29
2021-01-24	Security	Other - Security	ar	29
2021-01-30	Security	Other - Security	ar	29
2020-12-14	Corruption	Other - Corruption	ar	29
2020-12-23	Security	Other - Security	ar	29
2020-12-24	Security	Other - Security	ar	29
2020-10-22	Corruption	Other - Corruption	ar	29
2021-03-08	Corruption	Other - Corruption	und	1
2020-10-24	Corruption	Other - Corruption	ar	29
2020-09-03	Security	Other - Security	ar	29
2020-09-08	Corruption	Other - Corruption	ar	29
2020-08-04	Corruption	Other - Corruption	ar	29
2020-08-14	Security	Other - Security	ar	29
2020-07-14	Corruption	Other - Corruption	ar	29
2021-03-09	Security	Other - Security	ckb	2
2021-03-09	Security	Other - Security	und	1
2020-07-19	Corruption	Other - Corruption	ar	29
2020-07-28	Security	Other - Security	ar	29
2020-06-19	Corruption	Other - Corruption	ar	29
2020-05-01	Corruption	Other - Corruption	ar	29
2020-05-15	Security	Other - Security	ar	29
2020-05-31	Governance	Other - Governance	ar	29
2020-04-03	Corruption	Other - Corruption	ar	29
2020-03-21	Security	Other - Security	ar	29
