date	macro_dimension	dimension	gender	language	frequency
2020-02-27	Security	Other - Security	m	ar	1
2020-02-27	Security	Other - Security	f	ar	1
2020-02-27	Corruption	Other - Corruption	f	ar	1
2020-02-27	Corruption	Other - Corruption	m	ar	2
2020-02-27	Governance	Other - Governance	m	ar	1
2020-02-28	Security	Other - Security	m	ar	1
2020-02-28	Corruption	Other - Corruption	f	ar	1
2020-02-28	Corruption	Other - Corruption	m	ar	5
2020-02-28	Economy	Other - Economy	m	ar	1
2020-02-29	Security	Other - Security	m	ar	2
2020-02-29	Corruption	Other - Corruption	f	ar	1
2020-02-29	Corruption	Other - Corruption	m	ar	1
2020-01-01	Security	Other - Security	m	ar	3
2020-01-01	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-01-01	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-01	Security	Hopeless/Negative/Pessimistic	m	ar	3
2020-01-01	Security	Other - Security	f	ar	1
2020-01-01	Corruption	Other - Corruption	m	ar	1
2020-01-02	Security	Other - Security	f	ar	1
2020-01-02	Corruption	Other - Corruption	f	ar	1
2020-01-02	Corruption	Other - Corruption	m	ar	1
2020-01-03	Security	Other - Security	m	ar	3
2020-01-03	Security	Other - Security	m	ar	1
2020-01-03	Security	Other - Security	m	ar	1
2020-01-03	Corruption	Other - Corruption	f	ar	1
2020-01-03	Corruption	Other - Corruption	m	ar	1
2020-01-03	Economy	Other - Economy	m	ar	1
2020-01-04	Security	Other - Security	f	ar	2
2020-01-04	Security	Other - Security	m	ar	1
2020-01-04	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-01-04	Security	Other - Security	m	ar	1
2020-01-04	Security	Other - Security	m	ar	1
2020-01-04	Corruption	Other - Corruption	f	ar	1
2020-01-04	Corruption	Other - Corruption	m	ar	3
2020-01-04	Services	Other - Services	f	ar	1
2020-01-04	Services	Other - Services	m	ar	1
2020-01-05	Security	Other - Security	m	ar	5
2020-01-05	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-05	Security	Hopeless/Negative/Pessimistic	f	ar	2
2020-01-05	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-01-05	Security	Other - Security	f	ar	1
2020-01-05	Security	Other - Security	m	ar	2
2020-01-05	Corruption	Other - Corruption	m	ar	2
2020-01-05	Governance	Other - Governance	f	ar	2
2020-01-05	Governance	Other - Governance	f	ar	1
2020-01-06	Security	Other - Security	f	ar	1
2020-01-06	Security	Other - Security	m	ar	2
2020-01-06	Security	Other - Security	m	ar	2
2020-01-06	Security	Other - Security	f	ar	2
2020-01-06	Corruption	Other - Corruption	m	ar	2
2020-01-06	Governance	Other - Governance	m	ar	2
2020-01-06	Governance	Other - Governance	f	ar	1
2020-01-07	Security	Other - Security	f	ar	1
2020-01-07	Security	Other - Security	m	ar	3
2020-01-07	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-01-07	Security	Other - Security	m	ar	2
2020-01-07	Security	Other - Security	f	ar	2
2020-01-07	Corruption	Other - Corruption	f	ar	1
2020-01-07	Corruption	Other - Corruption	m	ar	2
2020-01-07	Corruption	Other - Corruption	m	ar	1
2020-01-07	Governance	Other - Governance	m	ar	1
2020-01-08	Security	Other - Security	f	ar	1
2020-01-08	Security	Other - Security	m	ar	1
2020-01-08	Security	Other - Security	f	ar	1
2020-01-08	Corruption	Other - Corruption	f	ar	2
2020-01-08	Corruption	Other - Corruption	m	ar	1
2020-01-08	Economy	Other - Economy	m	ar	1
2020-01-09	Security	Other - Security	f	ar	2
2020-01-09	Security	Other - Security	m	ar	5
2020-01-09	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-01-09	Security	Other - Security	m	ar	2
2020-01-09	Corruption	Other - Corruption	f	ar	1
2020-01-09	Corruption	Other - Corruption	m	ar	4
2020-01-09	Governance	Other - Governance	m	ar	1
2020-01-09	Governance	Other - Governance	m	ar	1
2020-01-10	Security	Other - Security	m	ar	1
2020-01-10	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-01-10	Security	Other - Security	m	ar	3
2020-01-10	Corruption	Other - Corruption	m	ar	2
2020-01-11	Security	Other - Security	f	ar	1
2020-01-11	Security	Other - Security	f	ar	1
2020-01-11	Corruption	Other - Corruption	m	ar	3
2020-01-11	Corruption	Other - Corruption	m	ar	1
2020-01-12	Security	Other - Security	m	ar	3
2020-01-12	Corruption	Other - Corruption	m	ar	3
2020-01-13	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-01-13	Corruption	Other - Corruption	m	ar	4
2020-01-13	Governance	Other - Governance	f	ar	1
2020-01-13	Governance	Other - Governance	m	ar	1
2020-01-14	Security	Other - Security	m	ar	1
2020-01-14	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-14	Corruption	Other - Corruption	f	ar	2
2020-01-14	Corruption	Other - Corruption	m	ar	5
2020-01-14	Services	Other - Services	f	ar	1
2020-01-14	Services	Collective Action	m	ar	3
2020-01-15	Security	Other - Security	f	ar	1
2020-01-15	Security	Other - Security	m	ar	2
2020-01-15	Security	Other - Security	m	ar	1
2020-01-15	Security	Other - Security	m	ar	1
2020-01-15	Security	Other - Security	m	ar	1
2020-01-15	Corruption	Other - Corruption	f	ar	3
2020-01-15	Corruption	Other - Corruption	m	ar	2
2020-01-16	Security	Other - Security	m	ar	1
2020-01-16	Corruption	Other - Corruption	m	ar	2
2020-01-16	Services	Other - Services	m	ar	2
2020-01-16	Services	Collective Action	m	ar	1
2020-01-17	Security	Other - Security	f	ar	2
2020-01-17	Security	Other - Security	m	ar	1
2020-01-17	Security	Other - Security	m	ar	1
2020-01-17	Corruption	Other - Corruption	f	ar	1
2020-01-17	Corruption	Other - Corruption	m	ar	1
2020-01-18	Security	Other - Security	m	ar	5
2020-01-18	Security	Other - Security	m	ar	1
2020-01-18	Corruption	Other - Corruption	f	ar	1
2020-01-18	Corruption	Other - Corruption	m	ar	6
2020-01-19	Security	Other - Security	f	ar	2
2020-01-19	Security	Other - Security	m	ar	5
2020-01-19	Security	Other - Security	m	ar	1
2020-01-19	Security	Other - Security	f	ar	2
2020-01-19	Security	Other - Security	m	ar	1
2020-01-19	Corruption	Other - Corruption	f	ar	4
2020-01-19	Corruption	Other - Corruption	m	ar	3
2020-01-19	Corruption	Other - Corruption	f	ar	1
2020-01-19	Corruption	Other - Corruption	m	ar	1
2020-01-19	Services	Other - Services	m	ar	2
2020-01-19	Governance	Other - Governance	m	ar	1
2020-01-19	Governance	Other - Governance	m	ar	1
2020-01-20	Security	Other - Security	m	ar	5
2020-01-20	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-01-20	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-20	Security	Other - Security	m	ar	2
2020-01-20	Corruption	Other - Corruption	f	ar	2
2020-01-20	Corruption	Other - Corruption	m	ar	5
2020-01-20	Services	Collective Action	f	ar	1
2020-01-20	Governance	Other - Governance	f	ar	1
2020-01-21	Security	Other - Security	f	ar	3
2020-01-21	Security	Other - Security	m	ar	5
2020-01-21	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-21	Security	Other - Security	m	ar	1
2020-01-21	Security	Other - Security	m	ar	3
2020-01-21	Corruption	Other - Corruption	f	ar	4
2020-01-21	Corruption	Other - Corruption	m	ar	7
2020-01-21	Governance	Other - Governance	m	ar	1
2020-01-21	Governance	Other - Governance	m	ar	1
2020-01-22	Security	Other - Security	m	ar	5
2020-01-22	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-01-22	Security	Other - Security	f	ar	1
2020-01-22	Security	Other - Security	m	ar	5
2020-01-22	Corruption	Other - Corruption	f	ar	2
2020-01-22	Corruption	Other - Corruption	m	ar	9
2020-01-22	Governance	Other - Governance	m	ar	1
2020-01-23	Security	Other - Security	f	ar	2
2020-01-23	Security	Other - Security	m	ar	6
2020-01-23	Security	Other - Security	f	ar	1
2020-01-23	Security	Other - Security	m	ar	2
2020-01-23	Corruption	Other - Corruption	f	ar	1
2020-01-23	Corruption	Other - Corruption	m	ar	5
2020-01-23	Services	Collective Action	m	ar	1
2020-01-23	Governance	Other - Governance	m	ar	1
2020-01-24	Security	Other - Security	m	ar	2
2020-01-24	Security	Other - Security	m	ar	1
2020-01-24	Security	Other - Security	m	ar	2
2020-01-24	Security	Other - Security	f	ar	1
2020-01-24	Security	Other - Security	m	ar	1
2020-01-24	Corruption	Other - Corruption	f	ar	2
2020-01-24	Corruption	Other - Corruption	m	ar	11
2020-01-24	Corruption	Other - Corruption	m	und	2
2020-01-24	Corruption	Active-agentic	m	ar	1
2020-01-24	Corruption	Other - Corruption	m	ar	1
2020-01-24	Governance	Other - Governance	m	ar	1
2020-01-25	Security	Other - Security	f	ar	1
2020-01-25	Security	Other - Security	m	ar	7
2020-01-25	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-01-25	Security	Other - Security	m	ar	2
2020-01-25	Security	Other - Security	m	ar	1
2020-01-25	Corruption	Other - Corruption	f	ar	7
2020-01-25	Corruption	Other - Corruption	m	ar	7
2020-01-25	Services	Other - Services	m	ar	1
2020-01-25	Governance	Other - Governance	m	ar	1
2020-01-26	Security	Other - Security	f	ar	3
2020-01-26	Security	Other - Security	m	ar	6
2020-01-26	Security	Hopeful/Positive/Optimistic	m	ar	3
2020-01-26	Security	Other - Security	m	ar	1
2020-01-26	Security	Other - Security	m	ar	2
2020-01-26	Corruption	Other - Corruption	f	ar	12
2020-01-26	Corruption	Other - Corruption	m	ar	4
2020-01-26	Economy	Other - Economy	m	ar	1
2020-01-26	Governance	Other - Governance	m	ar	1
2020-01-27	Security	Other - Security	f	ar	5
2020-01-27	Security	Other - Security	m	ar	5
2020-01-27	Security	Other - Security	f	ar	2
2020-01-27	Corruption	Other - Corruption	f	ar	2
2020-01-27	Corruption	Other - Corruption	m	ar	8
2020-01-27	Services	Other - Services	m	ar	1
2020-01-28	Security	Other - Security	f	ar	3
2020-01-28	Security	Other - Security	m	ar	5
2020-01-28	Security	Other - Security	m	ar	1
2020-01-28	Security	Other - Security	m	ar	1
2020-01-28	Corruption	Other - Corruption	m	ar	7
2020-01-28	Governance	Other - Governance	m	ar	2
2020-01-29	Security	Other - Security	f	ar	1
2020-01-29	Security	Other - Security	m	ar	2
2020-01-29	Security	Other - Security	f	ar	1
2020-01-29	Security	Other - Security	m	ar	2
2020-01-29	Corruption	Other - Corruption	m	ar	1
2020-01-30	Security	Other - Security	f	ar	2
2020-01-30	Security	Other - Security	m	ar	6
2020-01-30	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-01-30	Security	Other - Security	m	ar	2
2020-01-30	Corruption	Other - Corruption	m	ar	4
2020-01-30	Corruption	Other - Corruption	m	ar	1
2020-01-30	Governance	Other - Governance	f	ar	1
2020-01-31	Security	Other - Security	m	ar	1
2020-01-31	Security	Other - Security	m	ar	1
2020-01-31	Security	Other - Security	f	ar	1
2020-01-31	Corruption	Other - Corruption	m	ar	7
2019-12-01	Security	Other - Security	f	ar	5
2019-12-01	Security	Other - Security	m	ar	8
2019-12-01	Security	Hopeful/Positive/Optimistic	f	ar	1
2019-12-01	Security	Other - Security	f	ar	1
2019-12-01	Corruption	Other - Corruption	f	ar	3
2019-12-01	Corruption	Other - Corruption	m	ar	7
2019-12-01	Corruption	Active-agentic	m	ar	1
2019-12-01	Corruption	Other - Corruption	f	ar	1
2019-12-01	Services	Other - Services	f	ar	1
2019-12-01	Services	Other - Services	m	ar	1
2019-12-01	Governance	Other - Governance	m	ar	1
2019-12-01	Governance	Other - Governance	f	ar	1
2019-12-02	Security	Other - Security	f	ar	2
2019-12-02	Security	Other - Security	m	ar	6
2019-12-02	Corruption	Other - Corruption	f	ar	3
2019-12-02	Corruption	Other - Corruption	m	ar	7
2019-12-02	Services	Other - Services	m	ar	1
2019-12-02	Governance	Other - Governance	m	ar	1
2019-12-03	Security	Other - Security	f	ar	3
2019-12-03	Security	Other - Security	m	ar	3
2019-12-03	Security	Other - Security	m	ar	1
2019-12-03	Security	Other - Security	f	ar	1
2019-12-03	Corruption	Other - Corruption	f	ar	3
2019-12-03	Corruption	Other - Corruption	m	ar	10
2019-12-03	Governance	Other - Governance	m	ar	1
2019-12-04	Security	Other - Security	f	ar	2
2019-12-04	Security	Other - Security	m	ar	1
2019-12-04	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-04	Corruption	Other - Corruption	f	ar	5
2019-12-04	Corruption	Other - Corruption	m	ar	6
2019-12-04	Governance	Other - Governance	f	ar	1
2019-12-05	Security	Other - Security	m	ar	1
2019-12-05	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-05	Security	Other - Security	m	ar	1
2019-12-05	Corruption	Other - Corruption	f	ar	1
2019-12-05	Corruption	Other - Corruption	m	ar	4
2019-12-06	Security	Other - Security	f	ar	10
2019-12-06	Security	Other - Security	m	ar	9
2019-12-06	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-06	Security	Hopeless/Negative/Pessimistic	f	ar	4
2019-12-06	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-06	Security	Other - Security	f	ar	2
2019-12-06	Security	Other - Security	f	ar	1
2019-12-06	Corruption	Other - Corruption	m	ar	5
2019-12-06	Governance	Other - Governance	m	ar	1
2019-12-07	Security	Other - Security	f	ar	10
2019-12-07	Security	Other - Security	m	ar	12
2019-12-07	Security	Hopeless/Negative/Pessimistic	m	ar	2
2019-12-07	Security	Other - Security	m	ar	1
2019-12-07	Security	Other - Security	f	ar	1
2019-12-07	Security	Other - Security	m	ar	2
2019-12-07	Corruption	Other - Corruption	f	ar	1
2019-12-07	Corruption	Other - Corruption	m	ar	7
2019-12-07	Services	Collective Action	m	ar	2
2019-12-07	Governance	Other - Governance	f	ar	1
2019-12-07	Governance	Other - Governance	m	ar	1
2019-12-08	Security	Other - Security	f	ar	2
2019-12-08	Security	Other - Security	m	ar	3
2019-12-08	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-08	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-08	Security	Other - Security	m	ar	1
2019-12-08	Security	Other - Security	m	ar	1
2019-12-08	Corruption	Other - Corruption	f	ar	4
2019-12-08	Corruption	Other - Corruption	m	ar	6
2019-12-08	Services	Other - Services	f	ar	1
2019-12-09	Security	Other - Security	f	ar	3
2019-12-09	Security	Other - Security	m	ar	11
2019-12-09	Security	Hopeless/Negative/Pessimistic	f	ar	1
2019-12-09	Security	Hopeless/Negative/Pessimistic	m	ar	2
2019-12-09	Security	Other - Security	m	ar	1
2019-12-09	Corruption	Other - Corruption	f	ar	2
2019-12-09	Corruption	Other - Corruption	m	ar	3
2019-12-09	Corruption	Active-agentic	m	ar	1
2019-12-09	Governance	Other - Governance	m	ar	3
2019-12-10	Security	Other - Security	m	ar	2
2019-12-10	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-10	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-10	Security	Other - Security	f	ar	1
2019-12-10	Security	Other - Security	m	ar	1
2019-12-10	Corruption	Other - Corruption	f	ar	2
2019-12-10	Corruption	Other - Corruption	m	ar	4
2019-12-11	Security	Other - Security	f	ar	1
2019-12-11	Security	Other - Security	m	ar	1
2019-12-11	Security	Other - Security	m	ar	1
2019-12-11	Corruption	Other - Corruption	f	ar	2
2019-12-11	Corruption	Other - Corruption	m	ar	6
2019-12-11	Services	Other - Services	m	ar	2
2019-12-11	Services	Collective Action	m	ar	1
2019-12-12	Security	Other - Security	f	ar	1
2019-12-12	Security	Other - Security	m	ar	9
2019-12-12	Security	Hopeless/Negative/Pessimistic	f	ar	1
2019-12-12	Security	Other - Security	f	ar	1
2019-12-12	Security	Other - Security	m	ar	3
2019-12-12	Security	Other - Security	m	ar	1
2019-12-12	Corruption	Other - Corruption	f	ar	1
2019-12-12	Corruption	Other - Corruption	m	ar	2
2019-12-12	Governance	Other - Governance	m	ar	1
2019-12-12	Governance	Other - Governance	m	ar	1
2019-12-13	Security	Other - Security	f	ar	1
2019-12-13	Security	Other - Security	m	ar	4
2019-12-13	Security	Other - Security	f	ar	1
2019-12-13	Security	Other - Security	m	ar	2
2019-12-13	Corruption	Other - Corruption	f	ar	3
2019-12-13	Corruption	Other - Corruption	m	ar	6
2019-12-13	Corruption	Active-agentic	m	ar	1
2019-12-13	Corruption	Other - Corruption	m	ar	1
2019-12-14	Security	Other - Security	m	ar	1
2019-12-14	Security	Other - Security	m	ar	1
2019-12-14	Corruption	Other - Corruption	f	ar	1
2019-12-14	Corruption	Other - Corruption	m	ar	1
2019-12-14	Services	Other - Services	m	ar	1
2019-12-14	Governance	Other - Governance	f	ar	1
2019-12-14	Governance	Other - Governance	m	ar	1
2019-12-14	Governance	Other - Governance	m	ar	1
2019-12-15	Security	Other - Security	f	ar	2
2019-12-15	Security	Other - Security	m	ar	4
2019-12-15	Security	Other - Security	m	ar	1
2019-12-15	Corruption	Other - Corruption	m	ar	2
2019-12-15	Governance	Other - Governance	m	ar	1
2019-12-16	Security	Hopeless/Negative/Pessimistic	f	ar	1
2019-12-16	Security	Other - Security	m	ar	1
2019-12-16	Security	Other - Security	f	ar	1
2019-12-16	Corruption	Other - Corruption	f	ar	2
2019-12-16	Corruption	Other - Corruption	m	ar	6
2019-12-16	Services	Other - Services	m	ar	1
2019-12-16	Services	Collective Action	f	ar	1
2019-12-17	Security	Other - Security	m	ar	1
2019-12-17	Corruption	Other - Corruption	f	ar	1
2019-12-17	Corruption	Other - Corruption	m	ar	4
2019-12-18	Security	Other - Security	f	ar	1
2019-12-18	Security	Other - Security	m	ar	3
2019-12-18	Corruption	Other - Corruption	m	ar	5
2019-12-18	Governance	Other - Governance	f	ar	1
2019-12-19	Security	Other - Security	f	ar	1
2019-12-19	Corruption	Other - Corruption	f	ar	2
2019-12-19	Corruption	Other - Corruption	m	ar	1
2019-12-19	Economy	Other - Economy	m	ar	1
2019-12-19	Governance	Other - Governance	f	ar	1
2019-12-20	Security	Other - Security	m	ar	1
2019-12-20	Corruption	Other - Corruption	f	ar	1
2019-12-20	Corruption	Other - Corruption	m	ar	6
2019-12-21	Security	Other - Security	m	ar	3
2019-12-21	Security	Other - Security	m	ar	1
2019-12-21	Corruption	Other - Corruption	f	ar	1
2019-12-21	Corruption	Other - Corruption	m	ar	1
2019-12-21	Governance	Other - Governance	f	ar	1
2019-12-22	Security	Other - Security	m	ar	1
2019-12-22	Corruption	Other - Corruption	m	ar	1
2019-12-22	Economy	Other - Economy	m	ar	1
2019-12-22	Governance	Other - Governance	m	ar	1
2019-12-23	Security	Other - Security	m	ar	1
2019-12-23	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-23	Security	Other - Security	f	ar	1
2019-12-23	Security	Other - Security	m	ar	1
2019-12-23	Corruption	Other - Corruption	f	ar	1
2019-12-23	Corruption	Other - Corruption	m	ar	4
2019-12-23	Services	Other - Services	m	ar	1
2019-12-23	Services	Collective Action	m	ar	1
2019-12-24	Security	Other - Security	f	ar	1
2019-12-24	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-24	Security	Other - Security	m	ar	1
2019-12-24	Corruption	Other - Corruption	f	ar	1
2019-12-24	Corruption	Other - Corruption	m	ar	2
2019-12-24	Services	Other - Services	m	ar	1
2019-12-24	Governance	Other - Governance	m	ar	1
2019-12-25	Security	Other - Security	f	ar	2
2019-12-25	Corruption	Other - Corruption	f	ar	3
2019-12-25	Corruption	Other - Corruption	m	ar	3
2019-12-25	Governance	Other - Governance	m	ar	3
2019-12-26	Security	Other - Security	m	ar	3
2019-12-26	Corruption	Other - Corruption	f	ar	3
2019-12-26	Corruption	Other - Corruption	m	ar	7
2019-12-26	Corruption	Other - Corruption	m	ar	1
2019-12-26	Governance	Other - Governance	f	ar	1
2019-12-27	Security	Other - Security	f	ar	1
2019-12-27	Security	Other - Security	m	ar	1
2019-12-27	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-12-27	Corruption	Other - Corruption	f	ar	1
2019-12-27	Corruption	Other - Corruption	m	ar	4
2019-12-27	Governance	Other - Governance	f	ar	1
2019-12-27	Governance	Other - Governance	m	ar	2
2019-12-28	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-12-28	Security	Other - Security	f	ar	1
2019-12-28	Corruption	Other - Corruption	m	ar	5
2019-12-28	Corruption	Other - Corruption	f	ar	1
2019-12-28	Services	Collective Action	f	ar	1
2019-12-29	Security	Other - Security	f	ar	1
2019-12-29	Security	Other - Security	m	ar	3
2019-12-29	Security	Other - Security	m	ar	1
2019-12-29	Corruption	Other - Corruption	f	ar	2
2019-12-29	Corruption	Other - Corruption	m	ar	3
2019-12-30	Security	Other - Security	f	ar	1
2019-12-30	Security	Other - Security	m	ar	4
2019-12-30	Security	Hopeless/Negative/Pessimistic	m	ar	2
2019-12-30	Security	Other - Security	f	ar	1
2019-12-30	Security	Other - Security	m	ar	1
2019-12-30	Corruption	Other - Corruption	f	ar	1
2019-12-30	Corruption	Other - Corruption	m	ar	4
2019-12-30	Services	Other - Services	m	ar	1
2019-12-30	Governance	Other - Governance	m	ar	1
2019-12-31	Security	Other - Security	f	ar	2
2019-12-31	Security	Other - Security	m	ar	4
2019-12-31	Security	Hopeless/Negative/Pessimistic	m	ar	5
2019-12-31	Security	Other - Security	m	ar	1
2019-12-31	Security	Other - Security	f	ar	1
2019-12-31	Corruption	Other - Corruption	f	ar	1
2019-12-31	Corruption	Other - Corruption	m	ar	5
2019-11-01	Security	Other - Security	m	ar	2
2019-11-01	Corruption	Other - Corruption	f	ar	1
2019-11-01	Corruption	Other - Corruption	m	ar	11
2019-11-01	Services	Other - Services	f	ar	1
2019-11-01	Services	Collective Action	m	ar	1
2019-11-01	Services	Other - Services	m	ar	1
2019-11-02	Security	Other - Security	f	ar	2
2019-11-02	Security	Other - Security	m	ar	2
2019-11-02	Corruption	Other - Corruption	f	ar	1
2019-11-02	Corruption	Other - Corruption	m	ar	8
2019-11-02	Services	Other - Services	m	ar	1
2019-11-02	Services	Collective Action	m	ar	1
2019-11-02	Governance	Other - Governance	f	ar	1
2019-11-03	Security	Other - Security	m	ar	7
2019-11-03	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-11-03	Security	Other - Security	m	ar	1
2019-11-03	Corruption	Other - Corruption	m	ar	5
2019-11-03	Corruption	Other - Corruption	m	ar	1
2019-11-03	Services	Other - Services	m	ar	1
2019-11-03	Economy	Other - Economy	m	ar	1
2019-11-04	Security	Other - Security	m	ar	3
2019-11-04	Security	Other - Security	f	ar	1
2019-11-04	Security	Other - Security	m	ar	1
2019-11-04	Corruption	Other - Corruption	f	ar	2
2019-11-04	Corruption	Other - Corruption	m	ar	6
2019-11-04	Corruption	Other - Corruption	m	ar	1
2019-11-04	Governance	Other - Governance	m	ar	1
2019-11-05	Security	Other - Security	m	ar	2
2019-11-05	Security	Other - Security	m	ar	1
2019-11-05	Corruption	Other - Corruption	m	ar	1
2019-11-05	Governance	Other - Governance	f	ar	1
2019-11-06	Corruption	Other - Corruption	f	ar	1
2019-11-06	Corruption	Other - Corruption	m	ar	1
2019-11-07	Security	Other - Security	m	ar	1
2019-11-07	Security	Other - Security	m	ar	2
2019-11-08	Corruption	Other - Corruption	m	ar	2
2019-11-08	Governance	Other - Governance	m	ar	1
2019-11-09	Security	Other - Security	f	ar	2
2019-11-09	Security	Other - Security	m	ar	2
2019-11-09	Security	Other - Security	m	ar	1
2019-11-09	Security	Other - Security	m	ar	1
2019-11-09	Corruption	Other - Corruption	f	ar	1
2019-11-09	Corruption	Other - Corruption	m	ar	3
2019-11-10	Security	Other - Security	m	ar	1
2019-11-10	Security	Hopeful/Positive/Optimistic	m	ar	1
2019-11-10	Security	Other - Security	f	ar	1
2019-11-10	Security	Other - Security	m	ar	1
2019-11-10	Corruption	Other - Corruption	m	ar	1
2019-11-10	Services	Other - Services	m	ar	1
2019-11-11	Security	Other - Security	m	ar	2
2019-11-11	Corruption	Other - Corruption	f	ar	3
2019-11-11	Corruption	Other - Corruption	m	ar	5
2019-11-11	Services	Collective Action	m	ar	1
2019-11-12	Security	Other - Security	f	ar	4
2019-11-12	Security	Other - Security	m	ar	6
2019-11-12	Security	Other - Security	f	ar	1
2019-11-12	Security	Other - Security	m	ar	1
2019-11-12	Corruption	Other - Corruption	f	ar	1
2019-11-12	Corruption	Other - Corruption	m	ar	6
2019-11-12	Services	Collective Action	m	ar	1
2019-11-12	Governance	Other - Governance	m	ar	1
2019-11-12	Governance	Other - Governance	m	ar	1
2019-11-12	Governance	Other - Governance	m	ar	1
2019-11-13	Security	Other - Security	f	ar	2
2019-11-13	Security	Other - Security	m	ar	1
2019-11-13	Security	Other - Security	m	ar	1
2019-11-13	Corruption	Other - Corruption	f	ar	1
2019-11-13	Corruption	Other - Corruption	m	ar	6
2019-11-13	Services	Other - Services	m	ar	1
2019-11-13	Governance	Other - Governance	m	ar	1
2019-11-14	Security	Other - Security	m	ar	2
2019-11-14	Security	Other - Security	m	ar	1
2019-11-14	Security	Other - Security	m	ar	1
2019-11-14	Corruption	Other - Corruption	f	ar	2
2019-11-14	Corruption	Other - Corruption	m	ar	5
2019-11-14	Services	Other - Services	m	ar	1
2019-11-15	Security	Other - Security	f	ar	1
2019-11-15	Security	Other - Security	m	ar	2
2019-11-15	Security	Hopeless/Negative/Pessimistic	f	ar	1
2019-11-15	Security	Hopeless/Negative/Pessimistic	m	ar	1
2019-11-15	Security	Other - Security	m	ar	2
2019-11-15	Corruption	Other - Corruption	f	ar	3
2019-11-15	Corruption	Other - Corruption	m	ar	4
2019-11-15	Services	Other - Services	f	ar	1
2019-11-15	Services	Collective Action	m	ar	1
2019-11-15	Governance	Other - Governance	f	ar	1
2019-11-16	Security	Other - Security	f	ar	2
2019-11-16	Security	Other - Security	m	ar	1
2019-11-16	Security	Other - Security	m	ar	1
2019-11-16	Corruption	Other - Corruption	f	ar	1
2019-11-16	Corruption	Other - Corruption	m	ar	5
2019-11-16	Services	Collective Action	m	ar	1
2019-11-16	Governance	Other - Governance	m	ar	1
2019-11-17	Security	Other - Security	f	ar	1
2019-11-17	Security	Other - Security	m	ar	1
2019-11-17	Security	Other - Security	f	ar	1
2019-11-17	Security	Other - Security	m	ar	1
2019-11-17	Security	Other - Security	m	ar	1
2019-11-17	Corruption	Other - Corruption	f	ar	1
2019-11-17	Corruption	Other - Corruption	m	ar	5
2019-11-18	Security	Other - Security	m	ar	1
2019-11-18	Security	Other - Security	m	ar	2
2019-11-18	Corruption	Other - Corruption	f	ar	2
2019-11-18	Corruption	Other - Corruption	m	ar	5
2019-11-18	Corruption	Other - Corruption	m	ar	1
2019-11-18	Services	Other - Services	f	ar	1
2019-11-18	Services	Collective Action	m	ar	1
2019-11-18	Governance	Other - Governance	m	ar	1
2019-11-18	Governance	Other - Governance	m	ar	1
2019-11-19	Corruption	Other - Corruption	f	ar	2
2019-11-19	Corruption	Other - Corruption	m	ar	4
2019-11-19	Corruption	Other - Corruption	m	ar	1
2019-11-20	Security	Other - Security	m	ar	1
2019-11-20	Security	Other - Security	m	ar	1
2019-11-20	Corruption	Other - Corruption	f	ar	1
2019-11-20	Corruption	Other - Corruption	m	ar	2
2019-11-20	Governance	Other - Governance	m	ar	1
2019-11-21	Security	Other - Security	f	ar	1
2019-11-21	Security	Other - Security	m	ar	2
2019-11-21	Security	Other - Security	f	ar	1
2019-11-21	Security	Other - Security	m	ar	1
2019-11-21	Corruption	Other - Corruption	f	ar	1
2019-11-21	Corruption	Other - Corruption	m	ar	4
2019-11-21	Services	Other - Services	m	ar	2
2019-11-21	Governance	Other - Governance	m	ar	1
2019-11-22	Security	Other - Security	f	ar	1
2019-11-22	Security	Other - Security	f	ar	1
2019-11-22	Security	Other - Security	m	ar	1
2019-11-22	Corruption	Other - Corruption	f	ar	2
